entry,text,flags,shared_with_ciep,containment
2784,tiscusne,,0,
2785,ve • severpe lθ • t . zi eana,,1,
2786,aθ • hanusa .cicu,ocr-fixed,0,
2787,/ sveslisa <e-ana seianti [i s i ] nu<n> ia i vel<ea>l . seχ -/,,0,
2788,velia . senti . vl • velesa,,0,
2789,sinunia - lθ - cicus . papanias,,0,
2790,θania > seianti i trepunia - tutn- -al,ocr-fixed,1,1.00
2791,seanti - trepunia i latini<sa>,ocr?,0,
2792,<l>[a]rθi 1 seinei i,,0,
2795,vl seple,,0,
2796,vel • se<pi>e,,1,
2797,laθ<a>[l] - sepies,,0,
2798,θa<ni>a 1 seprsnei i altt-a,,1,0.75
2799,af • septle • lθ vipinalisa,ocr?,1,0.91
2800,lθ • septle • vipina[l],,0,
2801,veinza serice cicu,,1,0.94
2803,vel - serturu crutlunias,,0,
2804,vel > serturu - marias,,0,
2805,arnθ - spltur > larθal,ocr-fixed,1,1.00
2806,velia > spla- -turs,,0,
2807,velia > splaturia . s,,0,
2808,larθi spu- -rinei,ocr-fixed,1,1.00
2809,arnt • s[t]eprni krutpujs,,1,1.00
2810,f . sticu . <h>/,,0,
2811,vel . supluni /larθi i ate i,,0,
2812,arnza . suplunias,,1,
2813,arnza . suplumias,,0,
2814,arnza . suplu.mias,,0,
2815,<s>usinei pumpna-,ocr?,1,1.00
2816,hastia i t- -arcsnei,,0,
2817,ae < ta-ne . vl - ancarual .,,0,
2818,la • tel i,,0,
2820,ar . tet[a] . ve- -cainal [-] <h>isun-as,,0,
2821,/teta<- a>θ /a<nal>,,1,0.64
2823,[a]u > tete - i -<>---> tn---,,0,
2824,l • teti . susinal,,0,
2825,larθia teti cainei,,1,0.83
2826,la<rt>ia . t<ee>nia • m<u>tus<a>,,0,
2827,laris i tetina - arn3al,ocr-fixed,0,
2828,larθ - te • la- -risal,ocr-fixed,0,
2829,af - tetina - hlial - ae,ocr?,1,0.53
2830,af - tetina i helial,ocr?,0,
2831,aule • tetina . lauχmsa<l> is<a>,,0,
2832,ae - tetina < marcnal •,,0,
2833,ltθ - tetina - marcnal,,0,
2834,a i tetina . a . peiswl,,1,0.44
2835,tinusi . tetinas lautni . larces,,0,
2836,tinusi laut,,1,1.00
2837,-rse [. lau]<t>ni lθ i tetinas,,0,
2838,larθia . tetinei . cum- -eresa,ocr-fixed,1,
2839,larθia,,1,0.43
2911,au - tite - nurziu,ocr?,0,
2912,sana . titi . nurziuni<a>,,0,
2913,arng [1] tite - panza,,0,
2914,larθi <•> [---] [---] <n>ei <•> lθ i panzas,,0,
2915,larti - titi sap in i,,0,
2916,sana titi secunia t ste 00 --,,0,
2917,hasti . titi • svenia • tiscusnalisa,ocr-fixed,0,
2918,vl • tite-------,,0,
2919,veliea 1 titi vetus,,0,
2920,veliea . titi • vetusa,,0,
2921,vel . titi aule,,0,
2922,vel t tite > aules,,0,
2923,vel • tite . hele,,0,
2924,sana . titia vipina,,1,0.43
2925,velia . vel[[si]] • titi[[al]] • vip<e>sa,,1,0.83
2926,vl • tite mulsu<n>a,,1,0.88
2927,ar . meluta . larθal - titial > clan .,,0,
2928,/ine 1 <m>elu<t>nal -,ocr?,0,
2929,vl - tite 1 s<vea> . maricanial >,ocr?,0,
2930,fasti 1 titlnei .,,0,
2932,/<e> • ti4ane,,0,
2933,aθ • ti-ile,ocr?,0,
2934,aθ > ti-ile 1 palpe i pulias,ocr?,1,0.95
2936,vel • tlapu > ae - vipinal - clan >,ocr-fixed,0,
2937,aθ 1 tlesna . vl t,,0,
2938,vl • tlesna . hermial,,0,
2939,lθ • tlesna lθ - arntnal,,0,
2940,<θ>ania • tlesn- -ei,,0,
2941,θania tle<s>nei piutes,,1,1.00
2942,vl - tlesna • cecnu • latinial,ocr-fixed,1,1.00
2943,9 • tl • la • vescusa,,0,
2944,sana . tlesnei • latinial vescusa -,,0,
2945,fasti 1 tlesnei < clatia umranasa,,0,
2946,sana • tlesnei • umrana,,1,0.89
3324,/- naper -,,1,
3325,arnθ aneis numnas,ocr-fixed,0,
3326,hermial • capznasl[a] man . seχis • capzna[s],ocr-fixed,0,
3327,ar • presnte • serturial,,1,1.00
3328,sana • serturi,,0,
3331,{l • scribonius,ocr?,0,
3333,fasti . cais • marχn<as> • au,,0,
3334,ftχna cais • etu ris .,,0,
3335,clan .,,0,
3336,la pet<r>ui - n,,0,
3350,la . tlapu • sauturin- -ial •,,0,
3351,velea • tlapus • sautur- -inial,,0,
3352,la tlapu se-- -,,0,
3353,se - cai . lacane la,,0,
3354,θana • petruni la veanes • puia,ocr-fixed,0,
3355,petvi • unial,,0,
3357,arnθ • uhtave • velχei,ocr?,0,
3358,<uht>av[e •] <v>elχ<e>[ ini] larθii<a> [• v] ip la c[asp- -res],ocr-fixed,0,
3359,uhtave velχeini larθiia vipis casp- -res,ocr-fixed,1,0.93
3360,aula • cusperiena,,0,
3361,cavla,,1,
3362,velχrei • caspres,,0,
3363,lari vusis,ocr?,0,
3364,vel vuis i auf- -les,,0,
3365,aule vu 1 s [ i ] s <l>a,,0,
3366,arnθ • vuis i . v • lau<tn> ete- -ri,ocr-fixed,1,
3367,larθi • vuisia . petrunis pacsinial,ocr?,1,1.00
3368,larθia • vetruni • cusis,ocr-fixed,0,
3369,θania . vusia,,0,
3370,au • ra<p>le • pe<r>prafial,ocr?,0,
3371,perprati raples,,0,
3376,aule - haprna,,0,
3377,sana • cunui,,0,
3378,sana . alfi • menznal,,0,
3379,[la]<rθ> cutus <s>eθr<e>g [la]<u>tn e<t>ers,,1,0.81
3381,larθ • cai • varna . ar • aulial,,0,
3385,au . caini . la • sentinatia<l>,,0,
3386,lar<θ> • caini • la • sent i nat ia,ocr-fixed,0,
3387,sent i nat i • cain is,,0,
3388,pusli • cain is,,0,
3389,lθ • campania,ocr-fixed,0,
3390,lartia . cain<e> • ane<s> • leθial •,ocr-fixed ocr?,1,1.00
3391,vel • aχuni • aules •,,0,
3392,vel • aχuni . ve • vercna,,0,
3393,<ve>l aχuni • ve<l> [•] trazlual,,1,1.00
3394,au i cacni > ar > aχ[ual -],,0,
3395,larθ<i> • <h>am3nei • cacnis • ca[cnal],ocr-fixed,0,
3396,cacnei • calisnas • ham4nal,ocr-fixed ocr?,0,
3397,lsi calisnei . perpra- -tez,ocr?,0,
3399,ls • cai • perpraθe • calisnal •,,1,1.00
3400,fas • atnei • perpran,,1,0.80
3402,-n- i velrnal,,0,
3403,laroi - cal---a zulus,ocr?,1,0.83
3404,au hanhina se alsrial,,0,
3405,au • sentinate - alesial,ocr?,0,
3406,fasti cisto--vi • ham4nial,ocr?,1,0.80
3407,hasti . cisuita • ale,,0,
3408,ar . titui • ar,,0,
3409,la • titui > la,,0,
3410,ve - titui • <l>θ - alfial,,0,
3411,θana • alfi . t itu is . puia •,,1,0.83
3412,/• e-na • <a>lf<i> - <ti>tuis [•] <p>etvial • sec /,,0,
3413,ar • titui • la • fal- -asial,,0,
3414,lati . an i,,0,
3415,tite > atrane > etri,,0,
3416,vet ie,,1,
3417,arnθ - scefi,,0,
3418,aule • scevi- -s • arnθia- -l • etera .,ocr?,0,
3419,<v>[el] • sc<ef>tl] • <v>[e]<l>,,0,
3420,<χχ>v<-e-----oooo-osc<-χ>oo,ocr?,0,
3421,vl • veli . seinial,,0,
3422,larθi • seina,,0,
3423,la<rt>ia veli,,0,
3424,au • veli • <u>na<r>is • la • nunial,,0,
3425,laroi • pumpuni cai . el • s -,ocr?,0,
3426,la • pu • atrane<s> •,,0,
3427,sertur e- -tru caini<s>,,1,0.88
3428,larza etru,,0,
3429,etera la tites,,0,
3430,fast eteras,,0,
3431,[e]<t>ru - θui [l]arus aθnu [lar]ezal pe---- <a>neinia,,1,0.78
3432,tezan teta t-,,1,0.40
3476,se • ruf i . ar caial,,1,0.33
3477,θa • caia- -leθia,ocr-fixed,0,
3478,lar . raf i - laθia<l>,,0,
3479,ls • raf i • se • cincual •,,0,
3480,lθ . cincuni [a] - -<l>a • <rafl-->,,0,
3481,vl • raf i . vl • marcial,,0,
3482,la • raufi • vl • marcial •,,0,
3483,sana . marc i • raf is,,0,
3484,au . rfi . suef -rinial,ocr-fixed,1,1.00
3485,lar • raf i • sufrina,ocr?,1,0.71
3486,sana • sutrinei • raufis,ocr?,1,0.82
3487,au • raf i • arθ . tit ia,,0,
3488,ar . raf i . arθ . t i teal,,1,0.88
3489,fasti • titia . rafis,,0,
3490,titia . raf is,,1,
3491,vel . rau<f>is . l • t--l,,1,0.14
3492,sana • raf i s<e>ntin<a>t<e>s •,,1,
3493,fast i a i raf i i ls - seχ i cacnis,,1,0.67
3495,θa • husetnei • raf is,,1,0.33
3496,sana . vi . raufis,ocr?,0,
3497,fa • v<i>pia • rafis,ocr?,0,
3499,tana . atinia • rafi - -s,,0,
3500,aule • raf i cutunial /,,1,1.00
3502,ls • raf i . marcial .,,0,
3503,<ar> . <r>a<fi> • ar • vipial,,0,
3504,au • rafi . ar • titial,ocr-fixed,0,
3505,<larθ>i • cei<si>ne<i>,ocr?,0,
3507,vl • feθiu • au . <vei>aθia<l>,,0,
3508,ar • surna . au .,,0,
3509,la . surna . ar . alfial,,1,1.00
3510,sana . alfi . caprasial,,0,
3511,au . surnooolojr,ocr?,0,
3512,la • surna . ar . velθurial •,,0,
3513,fasti . velqjri . susnas,,1,0.62
3514,{c • sulpicis . c • f • velthuriae,,0,
3741,setumi vlθ cestnas [p]ui[a],,1,0.36
3750,tlapu 1 lautni . capznas . /tarχisla .,,1,1.00
3751,{thania • harnustia . u • f>,,1,0.93
3754,arno larθ velimnag arzneal husiur suθi acil hece,ocr?,1,0.87
3755,seθjm -<---- iui seθu caipure vri-----,,1,0.44
3756,- [---] [---] -see[umi a]veig,,1,
3757,θefri 1 velimnas tarχis . clan .,,0,
3758,aule velimnas θefrisa /nufrznal clan,,1,1.00
3759,lars velimnas aules,,1,0.94
3760,vel velimnag /vel vel[imna]<s> aules,,1,1.00
3761,arne velimnas aulefi,,0,
3762,veilia velimnei arnθial,ocr-fixed,1,1.00
3763,pup • velimna au cahatial /,,0,
3765,caia larznal > tetalfi -,,0,
3766,vel - plaute 1 velus . caiai . larnal t clan.,,1,0.54
3767,lars - galvi . vitlial,,1,1.00
3768,fasti . vitli . salviss . hesual - sec .,,1,0.70
3769,ar - vip i . alfa .,,0,
3770,ar . vipi . alfa 1,,0,
3771,vel . vipi - alfa,,0,
3772,vel • vipi . alfa 1 papa >,,0,
3773,vipia - apein- -a<l>,,0,
3774,larθ • <v><--- [---] [---] /larθ vetes ziχu,,0,
3775,la • cesi,,0,
3776,peonei • ceisis,ocr?,0,
3777,ar • ceisi • pefnal,ocr?,1,1.00
3778,arnθ i ceisi - arnθial,ocr-fixed,1,1.00
3779,larθi • lutni • ceisi- •,,1,0.79
3780,suei - ete<ra> velus - aneis [i se]<n>tinates,ocr?,1,1.00
3782,vel • tatni [.] ve<lu>s,,0,
3783,seθre • vipis • la • helvinatia- -l,,0,
3784,lar vipi upelsi petrn4l,ocr-fixed,1,1.00
3785,a<u>< <χ><><>---o<> >[u]pelsi • petrnial,ocr?,1,1.00
3786,la • vi • upelsi • au . trazlunial,,0,
3787,vei<li>a • trazlui • upelsis •,,1,0.82
3788,laroi vetlnei • trazius,ocr?,1,0.93
3789,veilia . maslne<i> - p<u> i a i laθial i v i p 1 <s> i upelsis,,0,
3790,laroi t caia . masln- - is,ocr?,0,
3791,arθ pupus snutes puia vela- -r i e,,1,
3792,arnθ pupus s nut eg <a>rn- -θial,ocr-fixed,1,0.95
3793,au<le> pu<h>pus snutes arn- -teial,,1,0.92
3794,veilia i snvti [---] [---] <v>epia,,0,
3795,snuti huzetnas,,0,
3796,pumpu snute etera,,1,1.00
3797,saplatia pumpus snute,,1,0.71
3798,laθi • <p>etruni snute,,1,
3799,la pleura,,0,
3800,θan<a> • vuisi • seθres,,0,
3801,la pleura - vuisi - -al -,,0,
3802,la • apurθe • aunial,,0,
4117,apas,,0,
4118,larθia - afli - arzn---anr ----<-> seχ,,1,0.83
4119,θermi siate,,0,
4120,sana • a-χuni - la • -tites . s[urtes],,0,
4121,ls . veti . ls • ti[t]ial,,0,
4122,au • cai . veti . lari -,,0,
4123,au . cai . veti • le<p>recnal,,0,
4124,se • cai • veti . au,,0,
4125,la . cai • veti,,0,
4126,<vl> .veti . la,,1,0.88
4127,uel • cai • veti • metenal,,1,0.83
4128,ve i cai i veti > vescnal,,1,0.54
4129,larθi velcznei,,0,
4130,larθia - velczne,,0,
4131,lθ • velcznei . mesial,,1,0.87
4132,ar i velcznei - petrnal,,0,
4133,sana . varnei • veleznas . leθial - seχ,,1,0.93
4134,ea . paniaθi - velχznas spurinia<l>,,1,0.73
4135,se i velθurna . aules,,0,
4136,vel - velθurna . vel • cra- -m<n>al,,0,
4137,la i velθurnas > vipial,,0,
4138,sana . velθurnas • pum<p>- -unia<l>,,0,
4139,larθ velθurna la serturial cla<n>,,1,1.00
4141,se i velθurna - setre,,0,
4142,atrania . velθurna,,0,
4143,s<e> • venete • la • leθial • clan •,,1,0.80
4144,la • venete • la . leθial etera,,1,1.00
4145,ar t venete ar i etera,,0,
4146,ar - venete - aθnu,,0,
4147,la • venete • vatinia,,0,
4148,larθ > ham4na - aules • venetial - clan,,1,0.67
4149,la • venete . sanis,,0,
4150,veneti • naria,,0,
4151,venete • azlsna----,,1,1.00
4152,ar . rafi • la • apunial •,,0,
4153,apuni i rafis - trisnal - sec,,0,
4154,θn . rafi • uhtaves . casp<r>[ial •] s<e>c,,0,
4155,caspri raf is,,0,
4156,ar • rafi • venonal,ocr?,0,
4157,ar - rafi • au • viplial,,0,
4158,ar • rafi • ar • latiθial,,0,
4159,<r>a<uf>i - sauturines • latiθial,,0,
4160,latiθi • rafis,ocr?,0,
4161,<l>s -rafi • ar • leθial •,,0,
4162,larθi • leθi • raf is • sential •,,0,
4163,au t rafia t ar . <p>e<r>cumsn<al>,,0,
4164,arra • percumsnal,,1,0.91
4165,θana .rafi • clantis . percumsnal • seχ •,,0,
4166,percumsnei . raf is,,0,
4167,raufi clant- -ial,,1,
4168,au . rezu • aθ,,0,
4169,la i rezu,,0,
4170,la • rezu . aul,,0,
4171,larθi • rezu i . ar,,0,
4172,ar • resu . alfial,,0,
4173,retui . arznis • vinal . seχ,,0,
4174,la < rezu - titial,,0,
4175,[tit] ia . rezus,ocr?,0,
4176,larθi • se • vesi • r<e>zus •,,1,0.83
4178,θa • caspri . trisn,,1,1.00
4179,lar--- [---] casprial,,0,
4180,vel • mlevi • mehnatial .,,0,
4181,θania lucania la,,0,
4182,larθia . salvis - lautn,,0,
4185,larθi • vetnei • anis,,0,
4190,ar mesi,,0,
4193,vtaziei • arcutu,,0,
4194,-χχ-larelalisa tres--oosec,ocr?,0,
4195,θana leunei cuesnas,,1,0.76
4196,aulesi • metelis . ve • vesial . clensi cen • fleres • tece . sansl . tenine tuθines • χisvlics,ocr?,0,
4198,puia • aclnis • nufrznas • parm- -nial • seχ,ocr-fixed,0,
4199,l . aχuni . artinial,ocr?,0,
4200,vl i aχuniar- -tinial,ocr-fixed,1,1.00
4201,lθ - avei - lautn > eteri - ein > senis er > es,,0,
4202,--aveis- - --,,0,
4203,la • ave is • ve • casuntinial,,1,1.00
4204,cantini aveinas,,0,
4205,velia avtles,ocr-fixed,0,
4206,velia . aules,,0,
4207,au - ahsi ve • cafatial,,1,1.00
4208,fasti t ah<i>a - cafate,ocr?,0,
4209,amθni . capznas • velcznal • sec,ocr-fixed,1,1.00
4210,fania • amfnia - <s>ertur,ocr?,0,
4211,fa • serturi • amθnes • mur- -unial • sec,ocr?,0,
4212,a<r>[n]z[a • a]mrθi • laut[ [<n i>] ],,0,
4213,se • <an>cari . ar . casprial,,1,0.83
4214,aχrati - cafates - casprial • seχ,,0,
4215,θana > ancari i vetis,,0,
4217,sana ancria,,0,
4218,arnθia • anei cacnis,,1,0.86
4219,vel anei . sentinates •,,0,
4220,<s>e • anei . sentinates,,0,
4221,fasti t aneinei t vescus [i c]veθnal,,0,
4222,fasti - aneinei • cveθnal •,,0,
4223,cueθnei aneis - curunal,,0,
4224,fasti . aneinei . velcznas • titial • sec,,1,0.83
4225,aneinei t velθu- -[r]nas . sl<a>,,0,
4226,fast anei - -nia,,0,
4227,lθ • an is - surtes -,,0,
4228,titi anis,,0,
4229,θana . ani • carnas,,0,
4230,ani - luesnas,,0,
4232,vl > apice i razis - velus • caθ-nias,,1,0.73
4233,apluni-------- l>a<utni>,,0,
4234,θana . ap<lu>- -na i,,0,
4235,arlen<e>a - salvis,,0,
4236,fa i armunia - vel,,0,
4237,arnti - capznas,,0,
4238,arnti - carnas - lautn i,,0,
4239,ve • astesine - ca,,0,
4624,lautn i eter-,,0,
4625,[θ]ui la • a<t> i n e i,ocr-fixed,0,
4626,θanas . atinal,,0,
4627,l arnti secu,,1,1.00
4839,lar amni,,1,1.00
4841,vel • sep- -ie,,0,
4842,vel i a - sc- -etania 10,,1,1.00
4844,la. nune,,0,
4845,θan • pui<a>,ocr-fixed,0,
4847,lar is . cae . lar i sal > saθnal -,,0,
4848,petrui . ls . caes . satnal,,1,0.92
4849,hasti - cainei . cres[p- -i]<a>,,0,
4850,aθ - varna . helusnal -,,1,0.79
4851,θania . varnei < helusnal > sec i umranasa,ocr-fixed,1,
4852,sana • meinei . varnal /presntesa,,1,1.00
4853,arθ - larce - carnal •,,0,
4854,larθi - carnei - aθl > larces > puial •,ocr-fixed,1,1.00
4855,vel larce • velu<a> 1><>,,0,
4856,θania - patislani - velual > seχ,ocr-fixed,1,0.89
4857,aθ - larce i vetual,,0,
4858,θania . vetui • lace/,,0,
4859,larθi • vet la,ocr-fixed,0,
4860,aule tretra,,1,1.00
4861,aule . tretna,,0,
4862,θania . larci i naχrnal •,,1,1.00
4863,ar - larce - pulfnal,,0,
4864,larθia - larc - fravn i sa .,ocr-fixed,1,0.86
4865,vl . larc<e> - a [---] ->al .,,0,
4866,fast i a . fu- -nei - fulna- -lisa,,1,
4867,lθ - seiante • hanusa - heli - -al > clan,,0,
4868,velia . seianti hanunia i titial,,0,
4869,veli • scianti > hanunia - titia,,0,
4870,velia < titia lau<t>[niθ]a,,1,1.00
4871,tita . ustius,,0,
4872,vl • ane - laru[-],,0,
4873,celmnei . lauciniesa,,0,
4874,larziu > segrnas - lautni -,,0,
4876,vl > ane > veizial > vl - aprinθu,,0,
4877,laris • aule cainei,,0,
4878,vercnei vl > au,,1,1.00
4879,sana - percnei >,,0,
4880,vl - <t>ite caθa . vpinal,,0,
4881,θu - tite arnθi - au tit au,,0,
4882,θania . titi . latinial • sec . hanuslisa,ocr-fixed,1,0.88
4883,θa cicui rumaθes,,1,1.00
4884,θana . cenc<u>i -,ocr-fixed,0,
4885,tana letaria aules rumates,,1,1.00
4886,v larce vel<u>g,,1,1.00
4887,sana > ptrui,,0,
4888,θa sep- -rsnei,,1,1.00
4889,•--a--a-purnal >,,1,1.00
4890,vemei > lam isa,,0,
4891,vl - titania i vinei,,0,
4892,vel - aprte,,0,
4893,ae - apurte . <a>,,0,
4894,arnza i ap- -rte i la,,0,
4895,[e]ana . svestnei . apurte[s],,0,
4896,[f]<a>sti . <t>itia . aθnusa,ocr-fixed,0,
4897,l • anainei,,0,
4898,larθ • 1/ ain<a>/,,0,
4899,larθi • a[na] inia,ocr-fixed,0,
4900,<a>rn<z>ile • afunas • lautni,,0,
4901,a t vetuni - aθununal,,1,1.00
4902,θania i hustanei - saliesa,,1,0.91
4904,la[r]e - marcna .,,0,
4905,aule - petruni • aθ > cu<t>nalisa,,0,
4906,larθi - lautni<t>a petrnas,ocr-fixed,1,1.00
4907,[l]arθi • purnei - rapalnisa,,0,
4908,lθ - tetina > latinial >,,0,
4909,θania < herini > tetinasa i,,0,
4910,vipinal,,0,
4914,pupline,,0,
4915,aupulsutina . au • calisnal,ocr?,1,0.89
4916,a<rnθ> •,,0,
4918,tite - ecnate t turns,,0,
4919,tinia,,0,
4920,tinia . ti[nscvil],,0,
4922,ml larθurus tarχvetenas,ocr-fixed,1,0.96
4923,ml mamarces velθi enas,,0,
4925,ml [m]amarce[s] <r>a[n]a<t> l<e>l[as],,1,0.65
4950,spur ie ritumenas,,0,
8029,anae -au<v>c-es,,0,
8031,<v>ltvi -,,0,
8073,<fure> uefiu .,ocr?,0,
8176,/uelzu /eś - fe,ocr-fixed,1,0.44
8177,calin/ rezo,ocr?,1,1.00
8181,ulties /,ocr?,0,
8206,uel <•> u<is>ni • olna,ocr?,0,
8211,tuconu,ocr?,0,
8212,uol<u>--,ocr?,0,
8263,a<f> • c/,ocr?,0,
8339,{caui . tertinei,,0,
8341,/ ageoc-- /{<->ouei • iunonei . mineruai falesce • quei . in . sardinia . sunt donum • oeoerunt <•> magistreis,ocr?,1,1.00
8361,<ce hol>co<s>io <l>o<u t>l<t>oi,ocr?,1,0.46
8377,<t> • ne,,0,
8379,larθ velarnies,ocr-fixed,0,
8380,la<r>θ vela<r>nies,ocr-fixed,0,
8382,larisa zuχus,ocr-fixed,0,
8383,a /a /all /an /e /v /nl /p,,1,0.33
8384,morene<z>,ocr?,1,0.86
8388,ueltur • tetena aruto,ocr?,1,
8389,larθ <-> ceises <c>elusa,,1,1.00
8390,larθ ur<χ>osna<s>,ocr?,1,0.78
8392,aruz > cesve > aruto,ocr?,0,
8399,c<e>si<f> - fere,,0,
8402,ueltur orteces<e>,ocr?,1,0.86
8411,</>-alikeap<u>min<l>kara,,0,
8413,/ - mlaχta i ana i zinace /inpein i mlerusi - ateri i mlaχuta - ziχuχe/ mialiqu i a<u>viles ial<es -> puraθe<vn>alθia - /,ocr-fixed ocr?,0,
8415,miquntunlem<au>snasranazuzinace /erunaletaserue<p>nina<r>talet<a>m<vi>upesitata/ /tuθ<a>cet<u><< > >--- < - [---] <a>ein<e>,ocr?,0,
8416,misaza,,1,1.00
8417,h<e>r,,0,
8418,<h>er,,0,
8419,laziveianes,,1,1.00
8420,laziveianes,,0,
8421,laziveianes,,0,
8422,laziveianes,,0,
