query,uri,label_or_descr,dating_label
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0100190062,"Abitato protostorico e probabile necropoli (insediamento, insediamento) - Alessandria (AL)  (Eta' del ferro I) :: Nel corso di una serie di ricognizioni effettuate tra il 1972 e il 1982 dalla Soprintendenza Archeologica del Piemonte, si è individuata un'ampia area (circa 60",Eta' del ferro I
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0100190062,"Abitato protostorico e probabile necropoli (insediamento, insediamento) - Alessandria (AL)  (Eta' del ferro I) :: Nel corso di una serie di ricognizioni effettuate tra il 1972 e il 1982 dalla Soprintendenza Archeologica del Piemonte, si è individuata un'ampia area (circa 60",Età del ferro I
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0800633668RA,"coppa, a vernice nera (Eta' antica) :: COPPA A VERNICE NERA LOCALE ROTELLATURE SUL FONDO INTERNO, ALL’ESTERNO, CON ISCRIZIONE BILINGUE GRECO E ETRUSCO: ΔΙΟΝΥΣΟΥ MI ŚT…VCH…Ś",Eta' antica
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0800633668RA,"coppa, a vernice nera (Eta' antica) :: COPPA A VERNICE NERA LOCALE ROTELLATURE SUL FONDO INTERNO, ALL’ESTERNO, CON ISCRIZIONE BILINGUE GRECO E ETRUSCO: ΔΙΟΝΥΣΟΥ MI ŚT…VCH…Ś",Età antica
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0800633668RA,"coppa, a vernice nera (Eta' antica) :: COPPA A VERNICE NERA LOCALE ROTELLATURE SUL FONDO INTERNO, ALL’ESTERNO, CON ISCRIZIONE BILINGUE GRECO E ETRUSCO: ΔΙΟΝΥΣΟΥ MI ŚT…VCH…Ś",età antica
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0800633668RA,"coppa, a vernice nera (Eta' antica) :: COPPA A VERNICE NERA LOCALE ROTELLATURE SUL FONDO INTERNO, ALL’ESTERNO, CON ISCRIZIONE BILINGUE GRECO E ETRUSCO: ΔΙΟΝΥΣΟΥ MI ŚT…VCH…Ś",età antica (?)
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0900415837,"patera/ orlo (secc. II/ I a.C) :: Orlo quasi verticale, indistinto, con bordo assottigliato e arrotondato; bassa vasca con parete a profilo appena convesso. Argilla beige. Vernice nera, coprente",SECC. II / I A.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0900415837,"patera/ orlo (secc. II/ I a.C) :: Orlo quasi verticale, indistinto, con bordo assottigliato e arrotondato; bassa vasca con parete a profilo appena convesso. Argilla beige. Vernice nera, coprente",SECC. II/ I A.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0900415837,"patera/ orlo (secc. II/ I a.C) :: Orlo quasi verticale, indistinto, con bordo assottigliato e arrotondato; bassa vasca con parete a profilo appena convesso. Argilla beige. Vernice nera, coprente",SECC. II/I A.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0900415837,"patera/ orlo (secc. II/ I a.C) :: Orlo quasi verticale, indistinto, con bordo assottigliato e arrotondato; bassa vasca con parete a profilo appena convesso. Argilla beige. Vernice nera, coprente",Secc. II - I a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0900415837,"patera/ orlo (secc. II/ I a.C) :: Orlo quasi verticale, indistinto, con bordo assottigliato e arrotondato; bassa vasca con parete a profilo appena convesso. Argilla beige. Vernice nera, coprente",Secc. II/ I a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0900415837,"patera/ orlo (secc. II/ I a.C) :: Orlo quasi verticale, indistinto, con bordo assottigliato e arrotondato; bassa vasca con parete a profilo appena convesso. Argilla beige. Vernice nera, coprente",Secc. II/I a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0900415837,"patera/ orlo (secc. II/ I a.C) :: Orlo quasi verticale, indistinto, con bordo assottigliato e arrotondato; bassa vasca con parete a profilo appena convesso. Argilla beige. Vernice nera, coprente",secc. II - I a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0900415837,"patera/ orlo (secc. II/ I a.C) :: Orlo quasi verticale, indistinto, con bordo assottigliato e arrotondato; bassa vasca con parete a profilo appena convesso. Argilla beige. Vernice nera, coprente",secc. II / I a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0900415837,"patera/ orlo (secc. II/ I a.C) :: Orlo quasi verticale, indistinto, con bordo assottigliato e arrotondato; bassa vasca con parete a profilo appena convesso. Argilla beige. Vernice nera, coprente",secc. II-I a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0900415837,"patera/ orlo (secc. II/ I a.C) :: Orlo quasi verticale, indistinto, con bordo assottigliato e arrotondato; bassa vasca con parete a profilo appena convesso. Argilla beige. Vernice nera, coprente",secc. II/ I a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/0900415837,"patera/ orlo (secc. II/ I a.C) :: Orlo quasi verticale, indistinto, con bordo assottigliato e arrotondato; bassa vasca con parete a profilo appena convesso. Argilla beige. Vernice nera, coprente",secc. II/I a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000176497,"askos, in ceramica comune a vernice rossa (III a.C) :: Askos in ceramica comune a vernice rosso-arancione brillante. Di ottima fattura. Forma allungata; collo di riempimento e tubo di versamento distinti; piccolo pi",III a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000176497,"askos, in ceramica comune a vernice rossa (III a.C) :: Askos in ceramica comune a vernice rosso-arancione brillante. Di ottima fattura. Forma allungata; collo di riempimento e tubo di versamento distinti; piccolo pi",III a.C. (?)
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000196219,"urna/ cineraria, cassa con iscrizione, catino ovale, liscio (II a.C) :: Cassa di urna fittile a catino ovale con iscrizione etrusca, liscia",II a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000196219,"urna/ cineraria, cassa con iscrizione, catino ovale, liscio (II a.C) :: Cassa di urna fittile a catino ovale con iscrizione etrusca, liscia",II a.C.
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000196219,"urna/ cineraria, cassa con iscrizione, catino ovale, liscio (II a.C) :: Cassa di urna fittile a catino ovale con iscrizione etrusca, liscia",II a.C. (?)
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000196319,"nudo fra due grifi (urna/ cineraria, cassa, cubica, decorata) (metà/ fine III a.C) :: Cassa di urna in travertino rivestita di stucco, dipinta, a forma di cassa lignea, poggiante su quattro peducci. Sulla fronte dell’urna sono applicate due pater",III a.C metà/ fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219823,"liscia, con iscrizione (urna/ cineraria, cassa) (fine/ fine SECOLI/ ARCHI DI SECOLI/ III-II a.C) :: Cassa di urna cineraria liscia in travertino, con iscrizione etrusca incisa",SECOLI/ ARCHI DI SECOLI/ III-II a.C fine/ fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219829,"Liscia con iscrizione etrusca (urna/ cineraria, cassa) (SECOLI/ III a.C) :: Cassa di urna liscia in travertino, con iscrizione etrusca incisa",SECOLI/ III a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219834,"liscia con iscrizione etrusca (urna/ cineraria, cassa) (SECOLI/ III a.C) :: Cassa di urna cineraria con iscrizione etrusca incisa",SECOLI/ III a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219839,"Coperchio di urna cineraria in travertino con iscrizione etrusca incisa (urna/ cineraria, coperchio) (SECOLI/ II a.C) :: Coperchio di urna cineraria in travertino con iscrizione etrusca incisa",SECOLI/ II a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219841,"displuviato con iscrizione etrusca (urna/ cineraria, coperchio) (SECOLI/ II a.C) :: Coperchio di urna cineraria in travertino con iscrizione etrusca incisa",SECOLI/ II a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219842,"liscia con iscrizione etrusca (urna/ cineraria, cassa) (fine/ fine SECOLI/ ARCHI DI SECOLI/ III-II a.C) :: Cassa di urna cineraria liscia con iscrizione etrusca incisa",SECOLI/ ARCHI DI SECOLI/ III-II a.C fine/ fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219843,"urna/ cineraria, coperchio (SECOLI/ II a.C) :: Coperchio di urna cineraria in travertino con iscrizione etrusca incisa",SECOLI/ II a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219847,"displuviato, decorato, con iscrizione (urna/ cineraria, coperchio) (SECOLI/ II a.C) :: Coperchio di urna cineraria in travertino con iscrizione etrusca incisa",SECOLI/ II a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219850,"liscio displuviato, con iscrizione etrusca, su cassa non pertinente (urna/ cineraria, coperchio) (SECOLI/ II a.C) :: Coperchio di urna cineraria in travertino con iscrizione etrusca incisa",SECOLI/ II a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219851,"liscia con iscrizione etrusca e coperchio pertinente (urna/ cineraria, cassa) (fine/ fine SECOLI/ ARCHI DI SECOLI/ III-II a.C) :: Cassa di urna cineraria liscia con iscrizione etrusca",SECOLI/ ARCHI DI SECOLI/ III-II a.C fine/ fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219855,"liscia con iscrizione etrusca incisa (urna/ cineraria, cassa) (SECOLI/ III a.C) :: Cassa di urna cineraria con iscrizione etrusca",SECOLI/ III a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219863,"liscia con iscrizione etrusca (urna/ cineraria, cassa) (fine/ fine SECOLI/ ARCHI DI SECOLI/ III-II a.C) :: Cassa di urna cineraria liscia in travertino con iscrizione etrusca incisa",SECOLI/ ARCHI DI SECOLI/ III-II a.C fine/ fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219865,"liscia con iscrizione etrusca (urna/ cineraria, cassa) (SECOLI/ II a.C) :: Cassa di urna cineraria liscia in travertino con iscrizione etrusca incisa",SECOLI/ II a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219867,"rosone tra pelte (urna/ cineraria, cassa) (SECOLI/ II a.C) :: Cassa frammentaria di urna cineraria in travertino con iscrizione etrusca incisa e due frammenti del bordo laterale del coperchio",SECOLI/ II a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1000219868,"displuviato con iscrizione etrusca incisa su due righe (urna/ cineraria, coperchio) (SECOLI/ II a.C) :: Coperchio liscio di urna cineraria in travertino con iscrizione etrusca incisa",SECOLI/ II a.C
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1100375132,"luogo con ritrovamento sporadico, epigrafe - Carpegna (PU)  (PERIODIZZAZIONI/ STORIA/ Età antica/ Età romana/ Età romana repubblicana) :: Durante i lavori per la ristrutturazione della chiesetta dedicata alla Madonna del Buon Consiglio, in frazione Le Genghe, è stata scoperta un’iscrizione etrusco",PERIODIZZAZIONI/ STORIA/ Eta' antica/ Eta' romana/ Eta' romana repubblicana
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1100375132,"luogo con ritrovamento sporadico, epigrafe - Carpegna (PU)  (PERIODIZZAZIONI/ STORIA/ Età antica/ Età romana/ Età romana repubblicana) :: Durante i lavori per la ristrutturazione della chiesetta dedicata alla Madonna del Buon Consiglio, in frazione Le Genghe, è stata scoperta un’iscrizione etrusco",PERIODIZZAZIONI/ STORIA/ Età antica/ Età romana/ Età romana repubblicana
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1100375132,"luogo con ritrovamento sporadico, epigrafe - Carpegna (PU)  (PERIODIZZAZIONI/ STORIA/ Età antica/ Età romana/ Età romana repubblicana) :: Durante i lavori per la ristrutturazione della chiesetta dedicata alla Madonna del Buon Consiglio, in frazione Le Genghe, è stata scoperta un’iscrizione etrusco",PERIODIZZAZIONI/ Storia/ Eta' antica/ Eta' romana/ Eta' romana repubblicana
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200134321,"altare/ funerario, Altare funerario di Cecilius Gorgonius (fine SECOLI/ II) :: L'altare, a corpo parallelepipedo, modanato sia in basso (zoccolo, toro, gola rovescia) che superiormente (due gole dritte separate da un listello liscio), è de",SECOLI/ II fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200134321,"altare/ funerario, Altare funerario di Cecilius Gorgonius (fine SECOLI/ II) :: L'altare, a corpo parallelepipedo, modanato sia in basso (zoccolo, toro, gola rovescia) che superiormente (due gole dritte separate da un listello liscio), è de",SECOLI/ II/ fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200789833,anfora da trasporto (seconda metà/ fine IV sec. a.C) :: Labbro svasato esternamente ingrossato ad echino a sezione di un quarto del cerchio e sottolineato alla base da un listello in rilievo; collo alto cilindrico di,IV sec. a.C seconda metà/ fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200790204,"kylix (terzo quarto VI sec. a.C) :: lip-cup interamente verniciata tranne il labbro, la parte superiore della vasca ed una sottile fascia presso il piede; un filetto nero sottolinea l''attacco del",VI sec. a.C terzo quarto
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200836462,"kylix (secondo quarto V sec. a.C) :: Basso piede ad anello; esterno della vasca interamente verniciato; all''interno, fig. giovanile stante con clamide annodata intorno al collo, lembo nella destra",V sec. a.C secondo quarto
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200836634,"oinochoe trilobata a rotelle (ultimo quarto/ primo quar VII sec. a.C./ VI sec. a.C) :: Piede ad echino, corpo fortemente espanso, collo troncoconico ben distinto dalla spalla e dalla bocca, ampio labbro trilobato, ansa tricostolata sopraelevata, c",VII sec. a.C./ VI sec. a.C ultimo quarto/ primo quar
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200951682,"kylix (inizio V sec. a.C) :: kylixa attica a figure rosse, restituita nel 1998 dal Getty Museum di Malibu. Firmato da Euphronios e dipinto dal suo allievo Onesimos negli anni 500-490 a.C., ",V sec. a.C inizio
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200951712,"lamina votiva (fine VI sec. a.C) :: lamina in oro con lunga iscrizione in etrusco. Le lamine di Pyrgi, tra le iscrizioni, sono la più antica fonte storica dell''Italia preromana. Due delle lamine ",VI sec. a.C fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200951713,"lamina votiva (fine VI sec. a.C) :: lamina in oro con lunga iscrizione in fenicio. Le lamine di Pyrgi, tra le iscrizioni, sono la più antica fonte storica dell''Italia preromana. Due delle lamine ",VI sec. a.C fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200951714,"lamina votiva (fine VI sec. a.C) :: lamina in oro con iscrizione in etrusco. Le lamine di Pyrgi, tra le iscrizioni, sono la più antica fonte storica dell''Italia preromana. Due delle lamine sono i",VI sec. a.C fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200951734,piattello (fine VI sec. a.C) :: fondo di piatto del tipo Spurinas con iscrizione di dedica alla divinità Uni in etrusco: UNIAL,VI sec. a.C fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1200951735,piattello (fine VI sec. a.C) :: fondo di piatto del tipo Spurinas con iscrizione di dedica alla divinità Uni in etrusco: UNIAL,VI sec. a.C fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1201001599,"peso da telaio (Seconda metà III secolo a) :: strumenti ed utensili vari, utensili da cucitura e tessitura, peso da telaio . peso da telaio di forma parallelepipeda con foro pervio orizzontale sulla parte s",Seconda metà III secolo a
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1300014856,"thymiaterion (fine III a.C) :: Candelabro in bronzo con triskele umana con calcei su alte basette rettangolari. Nei cunei protomi satiresche con capigliatura a ciocche mosse, lineamenti marca",III a.C Fine
descr_iscrizione,https://w3id.org/arco/resource/ArchaeologicalProperty/1300014856,"thymiaterion (fine III a.C) :: Candelabro in bronzo con triskele umana con calcei su alte basette rettangolari. Nei cunei protomi satiresche con capigliatura a ciocche mosse, lineamenti marca",III a.C fine
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",SEC. XX
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",Sec . XX
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati","Sec, XX"
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",Sec. XX
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",Sec. XX ?
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",Sec. XX?
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",sec . XX
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",sec XX
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati","sec, XX"
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",sec- XX
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",sec. XX
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",sec. XX (?)
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",sec. XX ?
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",sec. xx
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) by Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",sec.. XX
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) di Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",SEC. XX
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) di Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",Sec . XX
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) di Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati","Sec, XX"
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) di Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",Sec. XX
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) di Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",Sec. XX ?
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) di Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",Sec. XX?
descr_iscrizione,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500817271,"figura di soldato con allegoria della Vittoria, allegoria della Vittoria come donna vestita all'antica (monumento ai caduti) di Guerrisi Michele, Fonderia Laganà (sec. XX) :: Un lessico classico e nervosa caratterizza la figura idealizzata del martire che innalza con forza il simulacro della Vittoria avvinghiandosi alla figura ierati",sec . XX
